age,sex,value,lid
14,2,156.1988632037631,4
17,1,169.928473822783,4
16,2,157.6882414850359,4
7,1,123.3872177384475,4
17,2,157.7470675822223,4
5,3,111.012778467038,4
17,3,163.9150712113264,4
13,1,156.0772365393047,4
7,3,122.7447090473742,4
11,2,144.9680469742988,4
19,2,158.1928035588676,4
6,1,117.8183879419119,4
10,3,138.7557014273429,4
16,1,168.7375332334439,4
11,1,148.5014208084468,5
16,2,162.4978617613742,5
12,3,154.7263819355398,5
8,1,132.3846716317745,5
12,2,154.9071040898373,5
10,1,143.1011256386186,5
18,3,169.7975224794735,5
9,1,137.7910847813621,5
12,1,154.5557012170216,5
18,2,162.589243027376,5
13,1,161.483907078777,5
19,2,162.8601869579266,5
14,1,167.8989773440105,5
9,3,137.5711955560474,5
14,2,160.8653378293014,5
5,3,113.6812544142864,5
10,3,143.1839589884735,5
13,2,158.6413499211566,5
16,3,168.9640580688353,5
11,3,148.9669337659173,5
17,3,169.6389060075613,5
13,3,160.1047379747851,5
7,2,125.8847186521916,5
8,2,131.6403689410537,5
16,1,175.0196475611702,5
18,1,176.5473184902427,5
17,1,176.2573598517056,5
5,2,113.0073754401929,5
15,1,172.3884148467841,5
15,3,167.3799270601653,5
6,3,120.2817375245491,5
19,1,176.6492834572973,5
11,2,149.4592448974264,5
10,2,143.2714560995537,5
7,3,126.3259606882055,5
8,3,132.0220400849755,5
6,2,119.7740763061005,5
17,2,162.5636888818852,5
6,1,120.7645100179651,5
5,1,114.3224278364596,5
7,1,126.7453006566501,5
19,3,169.9833346546749,5
14,3,164.4902987760262,5
15,2,162.0409339112288,5
9,2,137.3394257681264,5
13,1,156.0779871475619,6
14,3,160.8610980489328,6
6,1,116.0269178398774,6
5,1,109.9081616986692,6
17,2,161.494660062705,6
13,3,156.2058405625095,6
10,2,140.0413108967086,6
9,3,133.1957847261746,6
17,1,171.9282946801252,6
12,2,152.2386760851676,6
9,2,133.968359214253,6
13,2,156.3436696685769,6
10,3,138.8263191641476,6
6,2,116.9760009508855,6
6,3,116.4853966731478,6
5,2,110.8451988035892,6
8,3,127.7050562018982,6
18,2,161.6807778313071,6
8,1,127.1837901163673,6
7,3,122.1945145706493,6
11,3,144.6870204849376,6
14,1,162.6272437105366,6
16,3,165.9023743734504,6
14,2,158.9552631857984,6
9,1,132.4753476804049,6
19,3,167.8247397960226,6
11,1,143.0331529299108,6
17,3,166.8879346056054,6
15,3,164.0323101264701,6
11,2,146.4672417283771,6
18,3,167.4003176440483,6
16,2,161.2433975775161,6
19,1,173.3330113765129,6
12,3,150.6055331487585,6
10,1,137.6950349727254,6
12,1,149.0898037904609,6
7,2,122.6868033375068,6
8,2,128.262977283627,6
18,1,172.7692758425801,6
19,2,161.9887312183448,6
5,3,110.3611610604097,6
16,1,170.2385956671931,6
15,2,160.496563860448,6
7,1,121.7342042383118,6
15,1,167.3117922375395,6
14,2,162.1210220850045,7
19,1,178.2065496161523,7
13,3,160.6117663999129,7
15,1,172.948420332826,7
15,2,163.6584672262607,7
17,2,164.4683228967325,7
13,2,159.481536166115,7
7,3,125.8347623176767,7
5,1,114.1101184937396,7
10,3,142.9343311686167,7
19,2,164.5288149230198,7
8,3,131.5226440481476,7
11,1,148.4430877384683,7
17,1,177.4144191011203,7
8,2,130.8852989028615,7
14,3,165.276809681939,7
17,3,171.1017977372015,7
8,1,132.1302338585343,7
11,3,148.9352034169405,7
10,2,142.9105047363954,7
12,1,154.6159185744982,7
18,3,171.396158411126,7
6,3,119.916068139067,7
18,1,177.9956447498884,7
16,1,175.8394936973044,7
16,2,164.3518420352814,7
11,2,149.4531144355747,7
16,3,170.2462900442741,7
6,1,120.5107959531755,7
5,3,113.5620969720843,7
7,1,126.473564987142,7
18,2,164.4789870655244,7
10,1,142.9570171216556,7
12,3,154.9563707061902,7
14,1,168.2638781727967,7
12,2,155.314928257504,7
15,3,168.4318702825435,7
7,2,125.1635295078157,7
13,1,161.6841631441382,7
19,3,171.518997347035,7
9,3,137.155477449148,7
5,2,112.9831386107667,7
6,2,119.2883705149317,7
9,1,137.5760954495332,7
9,2,136.7138615214074,7
15,1,168.1975890791762,8
14,2,158.1220386990827,8
5,1,114.6023401783393,8
7,1,125.6897953865324,8
12,2,151.8934643058218,8
11,2,146.3723080445194,8
10,3,140.319770908409,8
18,2,160.3135384468794,8
11,1,145.4536753842198,8
18,1,172.3964319355003,8
15,3,163.8528098319192,8
15,2,159.3908834671163,8
16,2,159.934265571823,8
17,1,171.9333060062094,8
14,1,163.9071983243826,8
6,1,120.3464003412515,8
11,3,145.9060989861964,8
13,3,156.770986234766,8
17,2,160.1546313354998,8
7,2,123.6667673451107,8
18,3,166.4489327790667,8
12,1,151.1489294888455,8
6,3,119.2904119085432,8
8,1,130.7403206943186,8
13,2,155.7541721001985,8
8,2,128.9676698904213,8
7,3,124.6942010506578,8
19,1,172.6596936330967,8
10,2,140.1837739928412,8
9,1,135.6196720203095,8
14,3,161.0567603915414,8
5,2,112.2961140975233,8
10,1,140.4517886891059,8
6,2,118.1992515896796,8
5,3,113.468771044077,8
12,3,151.5154571932898,8
16,1,170.709449828844,8
19,2,160.5921896174437,8
9,3,135.0111605544595,8
19,3,166.7123025231738,8
9,2,134.3841551989648,8
17,3,166.1315915732427,8
13,1,157.7567603171637,8
8,3,129.8675403620319,8
16,3,165.3952839057745,8
12,3,147.9797919250098,9
19,3,161.8501034765759,9
14,1,160.1991307692011,9
15,2,154.8650781647549,9
14,3,157.0638094112054,9
7,3,121.0683144170942,9
17,1,167.3724148119787,9
9,3,131.6789780233332,9
13,1,154.2444346295478,9
7,2,120.4914421419631,9
19,2,155.6469415071204,9
11,1,142.0526189455751,9
5,2,108.5175906174167,9
11,3,142.5057793710471,9
10,3,136.9988353951271,9
6,3,115.3774564484582,9
13,2,151.7880127992185,9
7,1,121.626150608111,9
8,3,126.4358442532001,9
18,3,161.4993487390529,9
6,2,114.7900892856424,9
17,3,161.3301372670292,9
9,1,132.0316465675629,9
8,2,125.9034663407443,9
10,1,136.9980195339194,9
5,3,109.1664414776583,9
16,1,166.4001727953975,9
17,2,155.2094178305425,9
15,3,159.5824923677036,9
10,2,136.999679732586,9
15,1,164.1987192472402,9
14,2,153.846947576273,9
18,2,155.247822596127,9
12,2,148.2310558215439,9
8,1,126.9508082795479,9
18,1,167.6978577414047,9
13,3,153.0333479992077,9
12,1,147.7358302281362,9
19,1,168.032663429644,9
6,1,115.9453499289382,9
16,3,160.8454985112777,9
5,1,109.7936396713025,9
11,2,142.9731333627729,9
9,2,131.3146574381248,9
16,2,155.1972888419934,9
6,3,115.9340585545472,10
13,3,153.1007264416156,10
5,1,110.6810929104106,10
14,1,159.3136761454791,10
18,2,159.2057616455085,10
6,1,116.2018861969103,10
6,2,115.6523582354375,10
14,2,155.7553222508448,10
11,2,143.5829932219071,10
9,3,131.3116861109712,10
12,2,149.185455177771,10
8,1,126.2559045912198,10
8,2,126.2320174692396,10
15,1,163.8612527385437,10
8,3,126.2442392363793,10
7,3,121.1843266262165,10
5,2,109.8984143830962,10
15,3,160.6356295113453,10
9,1,131.0186659357144,10
19,2,159.786666019804,10
10,1,135.7560541413394,10
13,2,153.1850547777838,10
9,2,131.6183454061041,10
17,1,168.7112983682469,10
17,3,163.7994672833003,10
16,1,166.8239394475775,10
19,1,171.0691278078324,10
7,1,121.3555208589521,10
19,3,165.4767175456788,10
15,2,157.3484392918617,10
12,1,146.3493448725701,10
10,3,136.5607767990575,10
11,3,142.1087377417539,10
17,2,158.8013537097393,10
16,2,158.2767505657898,10
16,3,162.5885780423555,10
12,3,147.7502615271727,10
5,3,110.2998183682982,10
18,3,164.6292884930234,10
18,1,169.9536894863613,10
14,3,157.5517419012779,10
10,2,137.3957722021999,10
7,2,121.0045745745809,10
11,1,140.6749646305924,10
13,1,153.0181222229448,10
19,3,162.2978694820574,11
18,1,166.1727280352574,11
16,2,155.3705734516777,11
7,1,115.9032246213976,11
7,3,116.7308130349627,11
14,1,154.373117222377,11
13,1,147.9493635802309,11
15,3,156.7411134384522,11
19,2,156.9682776240949,11
12,1,141.1985592933081,11
9,3,126.958844650927,11
12,2,145.9508031985703,11
11,3,137.8701473941292,11
7,2,117.5675357829043,11
6,2,112.1926859213069,11
11,1,135.4640852292337,11
10,3,132.2620531440574,11
6,1,110.6345401325208,11
15,2,154.3519879592305,11
16,1,162.3358020763474,11
13,3,148.9737600848775,11
14,3,153.5191925689257,11
16,3,158.8629136480416,11
9,2,128.2248757270945,11
10,2,134.0505190259333,11
6,3,111.4089371441311,11
9,1,125.7056219996872,11
18,2,156.4097108009902,11
5,1,104.9762901742244,11
8,2,122.8194979142221,11
12,3,143.5632249670724,11
13,2,150.0075180616688,11
5,3,105.6935181016011,11
17,2,155.9680817734508,11
10,1,130.491786966954,11
17,3,160.2660283887607,11
8,3,121.8490701653849,11
14,2,152.6580876007758,11
18,3,161.293775278979,11
17,1,164.5490104465115,11
15,1,159.1129760492883,11
5,2,106.4204376860402,11
19,1,167.6371014143167,11
11,2,140.3004995733763,11
8,1,120.8886357022844,11
19,1,172.6619084078363,12
12,1,150.9108440697309,12
12,3,151.3008007460174,12
10,3,139.9628068886257,12
5,1,112.8208518629274,12
17,2,159.7235047821334,12
7,2,123.5649418393392,12
15,2,159.0274244266841,12
10,1,139.8024306779549,12
11,2,146.2880853259293,12
5,2,111.9785521474327,12
18,2,159.8657682761174,12
6,1,118.8702503145459,12
14,1,163.8839502146315,12
16,3,165.2451811788593,12
19,2,160.3296759918623,12
13,3,156.6805642171149,12
7,1,124.4828437449155,12
6,2,118.0061472351143,12
13,2,155.5262719227625,12
14,2,157.8042528201289,12
6,3,118.47026253622,12
8,2,128.9256781881372,12
9,2,134.3636984684743,12
9,1,134.8079718255511,12
17,1,171.2742773999213,12
15,3,163.8145712276362,12
11,1,144.9956037228244,12
16,2,159.5493621741826,12
12,2,151.747551750422,12
9,3,134.6018204884639,12
10,2,140.1476126591886,12
5,3,112.4311211458811,12
15,1,168.0373809125242,12
16,1,170.2932254697292,12
14,3,161.040541815816,12
8,1,129.7579685422168,12
13,1,157.6912374821737,12
8,3,129.3721528415871,12
19,3,166.8171690806122,12
18,1,171.7821830997752,12
17,3,165.831726158085,12
11,3,145.5970517962657,12
7,3,124.0577007310825,12
18,3,166.1510541427584,12
14,1,163.887586134502,13
13,2,156.7113236485895,13
13,3,156.9810136308122,13
15,2,161.7675102232301,13
11,2,146.3981242637276,13
10,3,139.6046046061725,13
8,3,128.8510829733085,13
8,1,129.3404146322456,13
10,2,139.9175133907752,13
16,2,163.1343658430625,13
5,3,112.3297778406837,13
18,1,176.6013817336181,13
14,3,161.8414163914844,13
10,1,139.3064895685932,13
17,2,163.9638523516738,13
7,1,124.1172148433839,13
16,3,167.9495363857374,13
18,3,170.6094179826005,13
19,3,171.1563070781477,13
5,2,111.9256277450045,13
7,3,123.5643857981729,13
6,2,117.6116602884132,13
17,1,175.0552311190075,13
5,1,112.7147228002252,13
11,1,144.4162009444704,13
17,3,169.6074961904817,13
8,2,128.3363294823906,13
13,1,157.238596346759,13
11,3,145.3840731826723,13
6,1,118.6176187093246,13
19,1,177.3025659786306,13
15,1,168.9581427527371,13
12,3,151.2840710111415,13
12,1,150.2917170231107,13
15,3,165.4386742421158,13
7,2,122.9825451030148,13
19,2,164.7660741651424,13
14,2,159.7046584496433,13
16,1,172.56317564527,13
12,2,152.3231675692219,13
6,3,118.1272667682645,13
9,2,133.8960434549235,13
9,1,134.3590811330421,13
9,3,134.1333606566608,13
18,2,164.4236504740978,13
16,1,160.4627313922929,14
16,2,155.5475586527568,14
10,3,132.2249788868396,14
9,2,129.5350022274423,14
5,2,107.5251555116062,14
9,1,124.6204749836776,14
10,1,129.4478320793272,14
7,1,114.710204767231,14
11,2,141.4980951751423,14
19,2,156.8110279773761,14
12,3,143.4222545751533,14
18,2,156.249534813958,14
15,1,157.6425275461551,14
17,2,155.9223626680345,14
14,3,153.2741090194722,14
6,3,111.3002675286012,14
6,1,109.3713635685735,14
8,2,124.1367677319746,14
5,1,103.6232554508715,14
5,3,105.4921671062536,14
18,3,159.8455243542352,14
19,3,160.4884161543902,14
14,2,153.3811866883271,14
11,1,134.4574866825014,14
15,2,154.807917352758,14
6,2,113.408972670219,14
8,3,121.8373927107479,14
19,1,163.8621971662423,14
12,2,147.0370752404825,14
16,3,158.1392488131255,14
12,1,140.1993861313458,14
8,1,119.7545900713262,14
15,3,156.305476339566,14
11,3,137.7809915919411,14
13,3,148.8019955003462,14
17,3,159.1988827963313,14
10,2,135.3188819442842,14
14,1,153.1787253906402,14
18,1,163.1122293388841,14
13,2,150.9385065663111,14
7,2,118.8536695955035,14
13,1,146.8998598585446,14
9,3,126.9506132363222,14
17,1,162.1529283339146,14
7,3,116.6846203324201,14
13,1,153.1146275854763,15
5,2,110.1729197770309,15
6,1,115.315686259294,15
12,3,147.9076172088406,15
14,3,157.5460745844885,15
17,2,157.7525706656869,15
15,3,160.4385396549834,15
19,2,158.1167733931333,15
7,1,120.7018239918379,15
12,1,146.4020900745918,15
7,3,121.0908729095917,15
14,1,159.3895834247853,15
18,2,157.8673667035657,15
11,1,140.6298453336812,15
13,2,153.2820770327628,15
5,1,109.5173220358213,15
10,1,135.5835089037399,15
8,1,125.8090066593117,15
12,2,149.4421565883503,15
14,2,155.6334638121967,15
10,3,136.6868492737069,15
6,2,116.0473593057194,15
18,3,163.2069162218309,15
19,1,168.697941409437,15
10,2,137.8461575832551,15
16,2,157.5413182520747,15
9,3,131.4040532691898,15
7,2,121.4962355556092,15
9,2,132.129239202548,15
17,3,162.8765425000855,15
13,3,153.197212169199,15
18,1,168.4396021668361,15
5,3,109.8401346416682,15
8,2,126.7765946643468,15
15,2,156.9394094049456,15
16,1,166.5293964601113,15
6,3,115.6751130401344,15
16,3,162.089503473346,15
11,2,143.9602410325284,15
11,3,142.2692795866094,15
15,1,163.8208879324714,15
8,3,126.2797259154805,15
19,3,163.516177513142,15
9,1,130.7198894842195,15
17,1,167.9294799481096,15
6,2,112.345625600998,16
9,3,127.6793524713407,16
10,2,134.6185164558837,16
11,3,138.8497727730154,16
19,3,163.4419692247843,16
10,3,133.1210402184744,16
5,3,105.6941602866307,16
12,2,146.6667497517963,16
8,3,122.4148467709451,16
7,2,117.834544206475,16
18,1,167.3936973541051,16
5,1,104.9526788993109,16
17,2,156.804772275335,16
13,3,150.0855236607155,16
5,2,106.4394388082174,16
15,1,160.5803126172675,16
19,1,168.9063921633392,16
13,2,150.7550301045605,16
16,2,156.1635124732656,16
18,3,162.3576258945653,16
17,1,165.8269637113994,16
11,1,136.7542101167719,16
16,1,163.7185323110608,16
7,3,117.1268516758099,16
15,2,155.117585409569,16
15,3,157.8548465195682,16
13,1,149.4193359790234,16
17,3,161.3216293027035,16
9,1,126.6649595922534,16
14,3,154.6438913239218,16
6,3,111.6200255468574,16
12,1,142.6018244832775,16
14,1,155.8648732016123,16
8,2,123.1929748204722,16
10,1,131.6309315595947,16
12,3,144.6292048053746,16
14,2,153.4169829997687,16
7,1,116.4224937061688,16
19,2,157.9762876315338,16
6,1,110.8979174935162,16
9,2,128.6986463153687,16
11,2,140.9556405951954,16
8,1,121.6403927463733,16
16,3,159.9474283438703,16
18,2,157.3144322581493,16
17,1,168.4089359931876,17
18,1,170.2632097451328,17
19,3,166.0462092988095,17
13,2,152.0498748344709,17
9,2,130.2709677607112,17
8,1,125.9961897891274,17
7,2,119.7860257287714,17
6,1,116.3079792626254,17
10,1,135.0443771228179,17
7,3,120.5543280271227,17
14,2,154.7642937622172,17
11,3,140.9603200657431,17
5,2,108.9538359429129,17
5,1,110.9415420397514,17
15,1,162.7539111560706,17
12,3,146.5327336174315,17
16,2,157.6450558189545,17
15,2,156.5316133919474,17
12,1,145.1985742880087,17
12,2,147.9364050487987,17
7,1,121.2901853976406,17
6,3,115.4501008770089,17
14,3,156.4527064676251,17
13,1,151.7570478530378,17
11,2,142.2620193885076,17
17,2,158.3849256103538,17
15,3,159.7231122433425,17
5,3,109.9681835809371,17
18,2,159.0400586579754,17
8,3,125.4773672232066,17
6,2,114.5563285504561,17
19,2,159.8849952771389,17
9,3,130.4098023812854,17
17,3,163.5185015615231,17
13,3,151.8995477438226,17
16,3,161.9410410364096,17
10,2,136.0428653331914,17
9,1,130.5420298893388,17
8,2,124.9338776521119,17
10,3,135.5313838256299,17
18,3,164.7800518385517,17
11,1,139.7199604255009,17
16,1,166.0266227688405,17
14,1,158.0542601928309,17
19,1,171.9532464859094,17
17,2,162.5636888818852,18
14,3,164.4902987760262,18
15,3,167.3799270601653,18
19,3,169.9833346546749,18
6,3,120.2817375245491,18
7,1,126.7453006566501,18
17,1,176.2573598517056,18
18,1,176.5473184902427,18
12,1,154.5557012170215,18
18,3,169.7975224794735,18
11,2,149.4592448974264,18
9,2,137.3394257681264,18
11,3,148.9669337659173,18
12,2,154.9071040898373,18
11,1,148.5014208084467,18
19,2,162.8601869579266,18
18,2,162.589243027376,18
16,1,175.0196475611702,18
14,1,167.8989773440105,18
13,1,161.483907078777,18
16,3,168.9640580688353,18
15,2,162.0409339112288,18
12,3,154.7263819355398,18
10,2,143.2714560995537,18
7,3,126.3259606882055,18
14,2,160.8653378293014,18
10,1,143.1011256386186,18
15,1,172.3884148467841,18
8,2,131.6403689410537,18
5,3,113.6812544142864,18
19,1,176.6492834572973,18
13,3,160.1047379747851,18
16,2,162.4978617613742,18
5,1,114.3224278364596,18
5,2,113.0073754401929,18
7,2,125.8847186521916,18
9,1,137.7910847813622,18
10,3,143.1839589884735,18
8,1,132.3846716317745,18
8,3,132.0220400849755,18
17,3,169.6389060075613,18
9,3,137.5711955560473,18
6,2,119.7740763061005,18
13,2,158.6413499211566,18
6,1,120.7645100179651,18
11,2,149.2556829830021,19
15,2,163.2895313906577,19
5,2,113.1165037526302,19
6,1,120.3402276612411,19
19,1,178.4601468280142,19
7,3,125.8844699456961,19
7,2,125.4120227387282,19
19,2,164.7454125420298,19
18,2,164.5589657127314,19
10,1,142.7303895399617,19
9,3,137.1112888198802,19
14,1,167.8010102292684,19
8,2,131.0741706891075,19
15,3,168.0368887910176,19
11,1,148.1450476965821,19
5,1,113.8795623687945,19
16,1,175.5413380130447,19
16,3,169.9694066754172,19
7,1,126.3351459671781,19
17,3,171.0064902212091,19
18,3,171.4633504279499,19
16,2,164.1152310707342,19
9,2,136.7951933433814,19
6,3,119.9418681070107,19
11,3,148.6868024352381,19
13,3,160.1851880340332,19
8,1,131.9941279335162,19
9,1,137.4129210580612,19
5,3,113.5069575473213,19
12,2,154.9927965605515,19
10,2,142.8535137763366,19
14,2,161.7021647348904,19
13,2,159.0795585091736,19
12,1,154.2344466837528,19
15,1,172.5390769700406,19
12,3,154.6042967995899,19
14,3,164.8341106569946,19
17,1,177.2743821017525,19
13,1,161.2363459770095,19
18,1,178.0918925112381,19
8,3,131.5447814478593,19
17,2,164.4403308226821,19
6,2,119.5236847978101,19
10,3,142.7904438975038,19
19,3,171.7321518215934,19
11,3,147.7837341176992,20
5,1,116.8676633981484,20
8,1,132.7830344293481,20
18,2,163.9052334070049,20
7,3,127.0015978191673,20
15,2,161.8909657115699,20
8,3,132.0729188229197,20
11,1,147.139427754152,20
5,3,115.9998797314123,20
14,3,162.964565880506,20
19,2,164.7363702407277,20
10,1,142.2721453715118,20
16,3,167.8827968266934,20
5,2,115.0826598354306,20
8,2,131.3223071718223,20
16,2,162.7832227118948,20
9,3,137.1186011288083,20
15,3,165.9938592762628,20
6,2,120.8138724702608,20
12,1,152.7263216093777,20
14,1,165.4632598240844,20
13,2,157.8474738768116,20
15,1,169.9015508159364,20
9,1,137.557970696961,20
11,2,148.4683462781427,20
14,2,160.3506224494441,20
12,2,153.9543739557446,20
17,1,174.3759808047216,20
10,2,142.3741821376119,20
16,1,172.7252815694559,20
18,3,169.8089396450326,20
7,1,127.8182498539889,20
12,3,153.3225273172389,20
19,3,170.6498609650964,20
6,3,121.7035166028211,20
17,3,168.9978396413305,20
6,1,122.5457862917644,20
13,1,159.282605793949,20
19,1,176.3254478311394,20
18,1,175.4127284567035,20
17,2,163.3433221485329,20
7,2,126.1369259125971,20
10,3,142.321734555583,20
9,2,136.654268437635,20
13,3,158.5835074431151,20
6,3,117.7253717884681,21
12,1,150.0971653667626,21
13,2,154.8842899587299,21
13,1,156.7341499496505,21
11,2,145.7401213234829,21
18,2,158.7086561766173,21
9,3,134.0137965019261,21
14,1,162.8715760077799,21
8,2,128.1856660416775,21
9,1,134.2839172222181,21
12,3,150.6242563276391,21
16,2,158.5905936103709,21
18,3,165.1876581446253,21
9,2,133.7330145833608,21
14,2,157.0753251455111,21
7,2,122.6805209421253,21
17,3,164.8459667313533,21
11,1,144.3387998344518,21
5,1,112.5256843188584,21
6,1,118.461453798139,21
15,2,158.1926284106345,21
10,3,139.4142877803249,21
7,3,123.3520480141233,21
14,3,160.022583216428,21
13,3,155.8254422674392,21
8,1,129.2437477397923,21
11,3,145.0264555016445,21
19,3,165.631325679811,21
5,2,110.7449668146513,21
8,3,128.7251558573188,21
15,3,162.7215928776068,21
7,1,123.9970734916579,21
17,2,158.6470242423264,21
16,3,164.1740836307793,21
16,1,169.5832312689098,21
18,1,171.4815935126924,21
19,2,159.0794055860615,21
15,1,167.1049224829964,21
5,3,111.6537666482476,21
6,2,116.9585846413917,21
12,2,151.1707392739305,21
10,1,139.2490126379014,21
19,1,172.0084371707014,21
10,2,139.5859533493731,21
17,1,170.8584662491081,21
17,3,158.6836632253808,22
17,2,153.4645571532581,22
14,2,150.706248462384,22
8,2,122.0223943433356,22
15,1,159.0316655540762,22
16,1,161.8998044120914,22
9,2,127.2129270194381,22
19,3,159.6899786818614,22
15,3,155.7145115548756,22
16,2,153.0602256118483,22
18,3,159.2809879751348,22
12,3,143.0340261723211,22
19,2,153.9525380750465,22
13,2,148.2238241775785,22
6,1,112.4716140891703,22
11,1,136.2578167445178,22
5,2,106.2958520039724,22
13,3,148.2936067066593,22
8,1,122.303730606937,22
14,1,154.5625352229588,22
11,3,137.5233471699878,22
12,1,141.8047891131006,22
18,1,164.6302025546446,22
9,3,127.065986174566,22
6,3,112.1658609988899,22
10,3,132.1419325710421,22
5,1,107.049446005788,22
13,1,148.3597357347742,22
7,1,117.5197474418012,22
9,1,126.9270657431468,22
14,3,152.6853311007275,22
17,1,163.6549085585351,22
18,2,153.674755891571,22
11,2,138.8616676475864,22
6,2,111.8425070092997,22
7,3,117.2627328063663,22
7,2,116.9910696165382,22
16,3,157.5901820589169,22
19,1,165.1861022883745,22
5,3,106.68341658764,22
10,1,131.5006343599395,22
10,2,132.8204349088815,22
15,2,152.2213978575186,22
12,2,144.3328366752997,22
8,3,122.1669725537912,22
15,1,162.4698735397725,23
5,2,109.8114386218637,23
8,3,125.9515605119217,23
15,3,159.5123957841849,23
14,2,154.6921680329407,23
13,2,152.0123004422887,23
9,1,130.9904245597609,23
9,2,130.8007357478323,23
14,3,156.3385928447018,23
10,2,136.4165373621866,23
13,1,151.8416538579968,23
13,3,151.9259973063554,23
19,3,164.8598487436356,23
18,3,164.1301593894173,23
12,2,148.0110906017127,23
